title,sentiment
I believe we evolved from aquatic apes,Neutral
"""TRY""",Positive
How do you build a sacred space?,Positive
How to practice safe sexting,Positive
The pursuit of ignorance,Neutral
The importance of space lawyers,Neutral
Did the Amazons really exist?,Neutral
B.E.A.T. NYC performs at TED@StateStreet,Positive
A complicated hero in the war on dictatorship,Negative
A riddle of ice and fire dragons,Neutral
How to spot a cult,Neutral
A new class of drug that could prevent depression and PTSD,Positive
What you should know about vaping and e-cigarettes,Neutral
How to reimagine society for working parents,Positive
A new way to heal hearts without surgery,Positive
The joy of learning random things on Wikipedia,Positive
I'm terrified of wanting to be a billionaire,Negative
5 challenges we could solve by designing new proteins,Positive
A theory of Earth's mass extinctions,Neutral
The antidote to apathy,Positive
The true story behind the legend of the 47 Rōnin,Neutral
How an algorithm can fight election bias so every vote counts,Positive
The myth of Hades and Persephone,Neutral
The deep sea's medicinal secrets,Positive
"""Astral Plane""",Neutral
How to support yourself (and others) through grief,Positive
A bold new way to fund drug research,Positive
Reconnecting with compassion,Positive
How to make learning as addictive as social media,Positive
Why doesn't the Leaning Tower of Pisa fall over?,Neutral
These salamanders snack on each other (but don't die),Neutral
¿Cómo podríamos viajar más rápido que la velocidad de la luz?,Neutral
Hidden connections that transcend borders and defy stereotypes,Positive
How vulnerability makes you a better leader,Positive
Dive into an ocean photographer's world,Positive
Why was India split into two countries?,Neutral
Your body is my canvas,Positive
What makes life worth living in the face of death,Positive
Why do hospitals have particle accelerators?,Neutral
"I'm tired of people telling me to ""grind""",Negative
"Does the media have a ""duty of care""?",Neutral
How to make work-life balance work,Positive
"Why should you read ""The Joy Luck Club"" by Amy Tan?",Positive
Weaving narratives in museum galleries,Neutral
"Deep learning, neural networks and the future of AI",Positive
Printing a human kidney,Positive
The art and science of special effects,Neutral
Surviving the coldest place on Earth,Neutral
"An Indigenous Mixtape from Lima, Peru",Positive
"""Wahala"" / ""Make You No Forget"" / ""Best I Can""",Positive
What the discovery of exoplanets reveals about the universe,Neutral
The brain benefits of deep sleep -- and how to get more of it,Positive
Why we need to build robots we can trust,Positive
 What obligation do social media platforms have to the greater good?,Neutral
Perfectionism holds us back. Here's why,Negative
How the news distorts our worldview,Negative
There's no such thing as not voting,Neutral
Why don't perpetual motion machines ever work?,Neutral
"""Circular Escape""",Neutral
A word game to communicate in any language,Positive
Dragonflies that fly across oceans,Neutral
A one-man world summit,Neutral
"One of the most ""dangerous"" men in American history",Negative
An app that predicts the impact of global climate change,Neutral
How to use rhetoric to get what you want,Neutral
To the South Pole and back — the hardest 105 days of my life,Negative
Deaf in the military,Neutral
Rethinking education and celebrating the Arabic language,Positive
Reflections from a lifetime fighting to end child poverty,Positive
The universal anesthesia machine,Positive
How love can help repair social inequality,Positive
The Taino myth of the cursed creator,Neutral
How to fix a broken heart,Positive
How darkness influences imagination,Neutral
Hidden music rituals around the world,Neutral
The death of the universe -- and what it means for life,Negative
How I became 100 artists,Positive
Pay attention to penguins,Neutral
Why are human bodies asymmetrical?,Neutral
A parable for Kenya,Positive
"What causes panic attacks, and how can you prevent them?",Neutral
The playful search for beauty,Positive
How to connect with people who are different than you,Positive
The enigmatic language of elephants,Neutral
The company of wolves,Neutral
How to get your ideas to spread,Positive
How to stop screwing yourself over,Positive
The post-crisis consumer,Neutral
"Soon we'll cure diseases with a cell, not a pill",Positive
The humans at the center of the US immigration debate,Neutral
The critical role librarians play in the opioid crisis,Neutral
The race to decode a mysterious language,Neutral
The powerful stories that shaped Africa,Positive
Your invitation to help build a sustainable future,Positive
"Meet a young entrepreneur, cartoonist, designer, activist ...",Positive
How do you know you're not dreaming?,Neutral
My year reading a book from every country in the world,Positive
Gorgeous portraits of the world's vanishing people,Negative
How wind energy could power Earth ... 18 times over,Positive
 A different understanding of American patriotism,Neutral
Why can't we see evidence of alien life?,Neutral
"TikTok, Instagram, Snapchat -- and the rise of bite-sized content",Neutral
Make your actions on climate reflect your words	,Positive
What does my headscarf mean to you?,Neutral
When a reporter becomes the story,Neutral
The future of economic success is collaborative,Positive
An election system that puts voters (not politicians) first,Positive
Tales of creativity and play,Positive
The new reality of fashion is digital,Neutral
Why you should treat the tech you use at work like a colleague,Positive
"""Joey's Song"" / ""The Other Side"" / ""Lorena""	",Positive
How NASA invented a ventilator for COVID-19 ... in 37 days,Positive
How the blockchain will radically transform the economy,Positive
Climate change is our reality. Here's how we're taking action,Positive
What we do (and don't) know about the coronavirus,Neutral
3 reasons we still haven’t gotten rid of malaria,Negative
Battling bad science,Negative
Be humble -- and other lessons from the philosophy of water,Positive
"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen",Neutral
"If you're scared of snakes, watch this",Positive
A solution for building a generation of inventors ,Positive
The complex relationship between data and design in UX,Neutral
How AI is unlocking the secrets of nature and the universe,Positive
A new Netflix-style pricing model that could make medical treatments affordable for all,Positive
"A creator-led internet, built on blockchain",Positive
How to benefit from uncomfortable conversations,Positive
How hip-hop helps us understand science,Positive
How can we control the coronavirus pandemic?,Neutral
"An illustrated kingdom of real, fantastical plants",Positive
Why COVID-19 is hitting us now -- and how to prepare for the next outbreak,Neutral
The Web's secret stories,Neutral
"What to trust in a ""post-truth"" world",Negative
How green hydrogen could end the fossil fuel era,Positive
How to live with fire,Neutral
How to support witnesses of harassment and build healthier workplaces,Positive
"Pirates, nurses and other rebel designers",Positive
Visualizing climate change through space and time,Neutral
What doctors should know about gender identity,Neutral
"""A seat at the table"" isn't the solution for gender equity",Negative
The psychology of time,Neutral
How to humanize the justice system and build trust,Positive
How to understand power,Neutral
How to seek truth in the era of fake news,Neutral
The value of your humanity in an automated future,Positive
Political common ground in a polarized United States,Positive
